topic,topic_label,rank,topic_probability,text
7,Topic 7 — Provisional,3,0.1096047646401308,submitting complaint request immediate intervention due serious violation fair credit reporting act fcra fair debt collection practice act fdcpa truth lending act tila experian despite previous request correction violation continue negatively impact credit report financial standing detail complaint failure ensure maximum possible accuracy fcra requires credit bureau creditor ensure accuracy information report credit report contains inaccurate entry xxxxxxxx remain unverified despite formal dispute causing significant harm credit score credibility previous attempt address inaccuracy inadequately handled demonstrating failure uphold fcra standard accuracy inadequate investigation reliance automated verification system fcra creditor credit bureau must conduct thorough investigation disputed information however previous dispute met automated response system like oscar fail meet legal requirement complete investigation approach neglect comprehensive review disputed entry perpetuating inaccurate information report non compliance truth lending act tila requirement outlined tila creditor must issue clear accurate billing statement disclose essential account information consumer adhered tila requirement handling account resulting erroneous charge inaccurate reporting failure comply tila compounded inaccuracy credit report violating right consumer violation fdcpa standard accuracy non deceptive practice fdcpa mandate debt collector furnishers information must report accurate verifiable data account question repeatedly reported inaccurately misleading information corrected despite dispute constituting violation fdcpa protection according fair credit reporting act fcra specifically protects privacy right ensuring credit information accurate misrepresented detail permissible purpose accessing credit report indicating authorized party access information requires credit reporting agency conduct reasonable investigation information disputed additionally invoking request removal demand proof verification section according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account supporting case law xxxxxxxx case held credit bureau accountable failing conduct adequate investigation consumer dispute emphasizing duty rigorously verify disputed information case reinforces importance reasonable verification procedure required fcra supporting request thorough investigation verification impossible deletion information xxxxxxxx xxxxxxxx xxxxxxxx case underscored responsibility credit bureau verify correct erroneous information dispute establishing clear verification standard fcra reinforces need agency provide complete transparent response regarding verification procedure undertaken dispute case emphasizes need credit reporting agency follow reasonable procedure assure maximum possible accuracy information credit report highlight liability credit reporting agency fail adopt apply reasonable procedure accuracy consumer dispute information report emphasizes credit bureau must conduct reasonable investigation disputed information particularly heavily relying automated verification method xxxxxxxx xxxxxxxx case discusses responsibility credit bureau correct inaccurate information potential consumer remedy fcra reinforces requirement credit reporting agency correct inaccurate incomplete unverifiable information promptly xxxxxxxx reiterates duty credit reporting agency investigate ensure removal correction disputed information necessary jones experian information solution case explores consequence credit reporting agency fail remove correct inaccurate information consumer dispute case fcra provision condition form disclosure consumer section mandate credit reporting agency provide consumer clear accurate disclosure information including source information upon request reinvestigation disputed information requires credit reporting agency conduct reasonable reinvestigation consumer dispute accuracy item information typically within day treatment inaccurate unverifiable information detail obligation delete modify information found inaccurate verified agency must also notify data furnisher change summary consumer right credit reporting agency must provide summary consumer right consumer report includes explanation fcra right restriction investigative consumer report limit content report ensures investigative process comply consumer protection standard jurisdiction court limitation action discusses time frame filing lawsuit regarding violation emphasize timeliness urgency claim including provision support position illustrating additional obligation consumer right fcra also emphasizes regulatory framework credit bureau must comply
7,Topic 7 — Provisional,4,0.10943300238250322,final legal notice immediate removal illegally reported account may concern letter constitutes final notice intent initiate legal action equifax illegal inaccurate reporting account credit report direct violation multiple provision fair credit reporting act fcra seq federal law designed protect consumer erroneous credit reporting practice repeatedly disputed false outdated unverifiable information continue report includes following despite legal obligation fcra investigate correct inaccurate information failed want make abundantly clear continued non compliance following federal law result swift legal action failure follow reasonable procedure ensure maximum possible accuracy information consumer report failure conduct reasonable investigation disputed information within required time period day failure delete correct information found inaccurate unverifiable reporting obsolete information account year old bankruptcy filing failure block fraudulent information resulting identity theft upon receipt police report similar documentation duty promptly update correct information provided furnishers information notification dispute failure act violation caused irreparable harm financial standing mental well reputation suffered significant financial damage including denial credit opportunity inflated interest rate loss access essential financial resource severe emotional distress including stress anxiety reputational damage direct result failure meet legal obligation demand immediate action removal inaccurate unverifiable fraudulent account credit report listed written confirmation deletion correction item within day receipt letter full compliance mandate deleted corrected information must forwarded creditor third party accessed report within past month year employment purpose fail take corrective action within stated period file lawsuit organization violating multiple section fcra entitled actual damage financial loss emotional distress statutory damage per violation punitive damage willful violation federal law attorney fee court cost continued negligence may prompt seek additional legal remedy fair debt collection practice act fdcpa third party debt collector involved erroneous reporting account inaccurate legally enforceable additionally file formal complaint consumer financial protection bureau cfpb federal trade commission ftc notify state authority conduct investigation non compliance federal law preservation evidence advised required preserve record related dispute including communication furnishers information subject discovery matter proceeds court final warning failure comply demand within day result immediate legal action consequence continued negligence severe unavoidable strongly suggest take notice seriously act accordingly sincerely
7,Topic 7 — Provisional,5,0.10928291837726835,submitting complaint request immediate intervention due serious violation fair credit reporting act fcra fair debt collection practice act fdcpa truth lending act tila equifax despite previous request correction violation continue negatively impact credit report financial standing detail complaint failure ensure maximum possible accuracy fcra requires credit bureau creditor ensure accuracy information report credit report contains inaccurate entry account number remain unverified despite formal dispute causing significant harm credit score credibility previous attempt address inaccuracy inadequately handled demonstrating failure uphold fcra standard accuracy inadequate investigation reliance automated verification system fcra creditor credit bureau must conduct thorough investigation disputed information however previous dispute met automated response system like oscar fail meet legal requirement complete investigation approach neglect comprehensive review disputed entry perpetuating inaccurate information report non compliance truth lending act tila requirement outlined tila creditor must issue clear accurate billing statement disclose essential account information consumer account number adhered tila requirement handling account resulting erroneous charge inaccurate reporting failure comply compounded inaccuracy credit report violating right consumer violation fdcpa standard accuracy non deceptive practice fdcpa mandate debt collector furnishers information must report accurate verifiable data account question repeatedly reported inaccurately misleading information corrected despite dispute constituting violation fdcpa protection according fair credit reporting act fcra specifically protects privacy right ensuring credit information accurate misrepresented detail permissible purpose accessing credit report indicating authorized party access information requires credit reporting agency conduct reasonable investigation information disputed additionally invoking request removal demand proof verification section according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account supporting case law cir case held credit bureau accountable failing conduct adequate investigation consumer dispute emphasizing duty rigorously verify disputed information case reinforces importance reasonable verification procedure required fcra supporting request thorough investigation verification impossible deletion information xxxxxxxx cir case underscored responsibility credit bureau verify correct erroneous information dispute establishing clear verification standard fcra reinforces need agency provide complete transparent response regarding verification procedure undertaken dispute case emphasizes need credit reporting agency follow reasonable procedure assure maximum possible accuracy information credit report highlight liability credit reporting agency fail adopt apply reasonable procedure accuracy consumer dispute information report emphasizes credit bureau must conduct reasonable investigation disputed information particularly heavily relying automated verification method case discusses responsibility credit bureau correct inaccurate information potential consumer remedy fcra reinforces requirement credit reporting agency correct inaccurate incomplete unverifiable information promptly xxxxxxxx reiterates duty credit reporting agency investigate ensure removal correction disputed information necessary case explores consequence credit reporting agency fail remove correct inaccurate information consumer dispute case fcra provision condition form disclosure consumer section mandate credit reporting agency provide consumer clear accurate disclosure information including source information upon request reinvestigation disputed information requires credit reporting agency conduct reasonable reinvestigation consumer dispute accuracy item information typically within day treatment inaccurate unverifiable information detail obligation delete modify information found inaccurate verified agency must also notify data furnisher change summary consumer right credit reporting agency must provide summary consumer right consumer report includes explanation fcra right restriction investigative consumer report limit content report ensures investigative process comply consumer protection standard jurisdiction court limitation action discusses time frame filing lawsuit regarding violation emphasize timeliness urgency claim including provision support position illustrating additional obligation consumer right fcra also emphasizes regulatory framework credit bureau must comply
8,Topic 8 — Provisional,1,0.08141301186739629,told make payment per month month introductory cash price would pay loan maintained payment pay loan cash price including making final payment loan last month month received loan paid instead conn trying charge interest rate late fee say addition true call conn credit told make payment time sent back paid late honor cash price true make payment received sent back therefore late payment credit loan payed paid full
8,Topic 8 — Provisional,2,0.07938004966240447,built home paid mortgage home equity loan payment scheduled time job eliminated employed however making significantly less money struggle make payment primary mortgage reasonable restructuring loan make monthly payment bank cooperative believe action unreasonable fraudulent ultimate goal foreclosure home included history bank provide insight reason believe bank seeking foreclosure home minimum based term loan highly unlikely every pay loan due death dad funeral cost borrowed additional monies current home equity term loan modified made regular monthly payment monthly minimum payment fluctuated position eliminated unemployed continued make payment thereafter struggled make payment entered agreement bank collection department pay per month later realized bank accepted payment charged late fee bank refused accept payment local branch shut line access account prevented making payment also received notification bank attorney bank starting foreclosure proceeding home bank agreed accept cash payment bring account current stop foreclosure proceeding allow make monthly minimum payment provided cash amount branch bank also applied loan modification get payment reduced restructure loan branch converted cash cashier check sent check another bank location check lost found time could access account receive bank statement showing minimum monthly payment due month made repeated request statement showing applied account new monthly minimum payment amount bank provide information received statement showing repayment plan required pay bring account current prevent foreclosure proceeding starting received history statement requested show following payment made applied late fee applied interest applied principal total amount paid payment made applied late fee applied interest applied principal total amount paid understand bank business make money believe application late fee period time bank would accept payment well time made payment period current excessive fraudulent regard application interest principal believe amount appropriate payment applied principal loan instead interest bank committed provide response appeal decision made modify load reduced monthly payment bank committed respond request failed respond additionally requested late fee removed accepted reduced payment agreed still charged late fee bank responded also requested late fee removed period bank refused accepted payment bank agreed review request responded also requested bank remove late fee assessed prior due date paid full amount due plus extra money bank responded requested bank reduce interest rate fixed reduced rate bank responded
8,Topic 8 — Provisional,3,0.07757575052345067,loan started monthly payment interest started deferment month deferment late payment applied would put end loan guarantee paid escrow payment made total paid mortgage company first error find say outstanding balance beginning deferment wrong made payment according amortization schedule shouldve since wont give bank statement prior claiming another company first statement say period year today loan started add mean still owe error according statement claimed paid since beginning loan next evidence amortization schedule show outstanding balance accurate accurate statement month statement accurate total far error want customer activity statement error math properly say payment made dont subtract there many error point ridiculous far found error next document modification asset plan term course start wrong amount client payment every single month said payment error every single month sent put payment escrow account instead applying mortgage fraud additional month error error far ive seen received paid loan money escrow still claim owe balance way less unless charging fee according deferment month payment wouldve owed put partial payment late charge getting see mortgage fraud document called make payment refused take payment told three time make payment money paid paid payment theyre claiming month behind six error month lie mortgage statement claiming make payment made every single payment asked pay told recorded need pay made error need taken care need sue mortgage fraud found error cording law every error find fine expect looked taken care immediately
8,Topic 8 — Provisional,4,0.0767149891762275,loan originally xxxxxxxx paid property tax insurance separate mortgage total mortgage last year loan transferred cooper loan payment remained increased payment stated due escrow dont escrow account cooper called explanation cooper representative stated account cent need cover negative cost dollar sure shortage came within last payment made cooper shortage noticed shortage never accounted transition cooper took place company also stated mortgage payment would remain without fee ive paid payment time forced pay additional charge escrow dont even none payment increased since everything fixed rate ive never late payment
8,Topic 8 — Provisional,5,0.0765312014657219,loan payment due date month met payment date faithfully past year exception one month payment day late charged late fee required payment amount month thereafter required minimum payment due inclusive late fee continued pay normal payment amount time full called required minimum payment protesting amount late fee finally gave paid separate payment company continuing charge late fee subsequent statement make payment directly line today initiated payment amount received message less required minimum payment would therefore assessed late fee called speak someone customer service explain believe correct charge late fee late fee especially since already paid representative manager attempted tell late fee continue apply whenever pay less required minimum amount due speaking deaf ear said reason paid less amount due part amount due already paid continue assess charge month payment made month time amount original agreement
9,Topic 9 — Provisional,1,0.24207717758284367,accordance fair credit reporting act list account letter violated federally protected consumer right privacy confidentiality usc section state right privacy section state consumer reporting agency may make consumer report containing following item information adverse item information record conviction crime antedates report seven year person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate
9,Topic 9 — Provisional,2,0.24093474274439164,accordance fair credit reporting act list account violated federally protected consumer right privacy confidentiality usc account name account number violated right section state right privacy section state consumer reporting agency may make consumer report containing following item information adverse item information record conviction crime antedates report seven year person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate
9,Topic 9 — Provisional,3,0.23364969366451357,accordance fair credit reporting act list account violated federally protected consumer right privacy confidentiality usc account name account number sectio state right privacy section section also state consumer reporting agency furnish account without written instruction section state consumer reporting agency may make consumer report containing following item information adverse item information record conviction crime antedates report seven year person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate
9,Topic 9 — Provisional,4,0.23028614815531248,accordance fair credit reporting act list account violated federally protected consumer right privacy confidentiality usc violated right person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate section state right privacy section section also state consumer reporting agency furnish account without written instruction section state consumer reporting agency may make consumer report containing following item information adverse item information record conviction crime antedates report seven year person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate
9,Topic 9 — Provisional,5,0.22956744302278256,accordance fair credit reporting act list account violated federally protected consumer right privacy confidentiality usc account name list inquiry section state right privacy section section also state consumer reporting agency furnish account without written instruction section state consumer reporting agency may make consumer report containing following item information adverse item information record conviction crime antedates report seven year person shall furnish information relating consumer consumer reporting agency person know reasonable cause believe information inaccurate
10,Topic 10 — Provisional,1,0.33219758509616004,writing formally express concern regarding zelles handling dispute particularly light recent cfpb lawsuit highlighting significant issue platform despite using zelle numerous time reporting discrepancy financial institution zelle failed investigate claim adequately informed recovering lost fund impossible tracking transaction unfeasible cfpb finding indicate zelle neglected protect consumer also allowed repeat offender exploit system leaving user vulnerable scam lack accountability transparency unacceptable raise serious concern consumer safety
10,Topic 10 — Provisional,2,0.3310281211224898,writing formally express concern regarding zelle handling dispute particularly light recent cfpb lawsuit highlighting significant issue platform despite using zelle numerous time reporting discrepancy financial institution zelle failed investigate claim adequately informed recovering lost fund impossible tracking transaction unfeasible cfpb finding indicate zelle neglected protect consumer also allowed repeat offender exploit system leaving user vulnerable scam lack accountability transparency unacceptable raise serious concern consumer safety
10,Topic 10 — Provisional,3,0.3309765938197381,writing formally express concern regarding zelles handling dispute particularly light recent cfpb lawsuit highlighting significant issue platform despite using zelle numerous time reporting discrepancy financial institution zelle failed investigate claim adequately informed recovering lost fund impossible tracking transaction unfeasible cfpbs finding indicate zelle neglected protect consumer also allowed repeat offender exploit system leaving user vulnerable scam lack accountability transparency unacceptable raise serious concern consumer safety
10,Topic 10 — Provisional,4,0.32983236615768846,writing formally express concern regarding zelles handling dispute particularly light recent cfpb lawsuit highlighting significant issue platform despite using zelle numerous time reporting discrepancy financial institution zelle failed investigate claim adequately informed recovering lost fund impossible tracking transaction unfeasable cfpbs finding indicate zelle neglected protect consumer also allowed repeat offender exploit system leaving user vulnerable scam lack accountability transparency unacceptable raise serious concern consumer safety
10,Topic 10 — Provisional,5,0.32939134558542044,formally express concern regarding zelle handling dispute particularly light recent cfpb lawsuit highlighting significant issue platform despite using zelle numerous time reporting discrepancy financial institution zelle failed investigate claim adequately informed recovering lost fund impossible tracking transaction unfeasible cfpb finding indicate zelle neglected protect consumer also allowed repeat offender exploit system leaving user vulnerable scam lack accountability transparency unacceptable raise serious concern consumer safety
